,Art,Movement,artist,Year,nationality,StyleClassLabel,genre
64663,suzdal-walls-of-saviour-euthimius-monastery-1903,Art_Nouveau_Modern,Nicholas_Roerich,1903,Russian,Art_Nouveau,cityscape
64664,horse-of-happyness,Symbolism,Nicholas_Roerich,,Russian,Symbolism,
64665,sanctuaries-and-citadels-1925-2,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64666,gansu,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64667,starry-sky-1914,Symbolism,Nicholas_Roerich,1914,Russian,Symbolism,landscape
64668,sanctuaries-and-citadels-1925-6,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64669,study-of-mountains-2,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64670,chamber-of-golitsyn-1919,Art_Nouveau_Modern,Nicholas_Roerich,1919,Russian,Art_Nouveau,
64671,messenger-1946,Symbolism,Nicholas_Roerich,1946,Russian,Symbolism,
64672,temple-in-skvernitsy-1909,Art_Nouveau_Modern,Nicholas_Roerich,1909,Russian,Art_Nouveau,sketch_and_study
64673,nag-lake-kashmir-1937,Symbolism,Nicholas_Roerich,1937,Russian,Symbolism,landscape
64674,lights-on-the-ganges-1947,Symbolism,Nicholas_Roerich,1947,Russian,Symbolism,genre_painting
64675,temple-in-naggar-1929,Symbolism,Nicholas_Roerich,1929,Russian,Symbolism,landscape
64676,sorcerer-1905,Art_Nouveau_Modern,Nicholas_Roerich,1905,Russian,Art_Nouveau,sketch_and_study
64677,sketches-of-costumes-for-peer-gynt-1912,Art_Nouveau_Modern,Nicholas_Roerich,1912,Russian,Art_Nouveau,
64678,himalayas-1944-1,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64679,mountain-lake-1917,Symbolism,Nicholas_Roerich,1917,Russian,Symbolism,landscape
64680,queen-of-heaven-over-river-of-life-1914,Art_Nouveau_Modern,Nicholas_Roerich,1914,Russian,Art_Nouveau,religious_painting
64681,old-man-1930,Art_Nouveau_Modern,Nicholas_Roerich,1930,Russian,Art_Nouveau,
64682,view-of-jelar-la,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64683,study-of-scene-design-for-snow-maiden-1921,Art_Nouveau_Modern,Nicholas_Roerich,1921,Russian,Art_Nouveau,
64684,ashram-1940,Symbolism,Nicholas_Roerich,1940,Russian,Symbolism,landscape
64685,covenant-of-teacher-1947,Symbolism,Nicholas_Roerich,1947,Russian,Symbolism,
64686,polovets-and-girls-1943,Art_Nouveau_Modern,Nicholas_Roerich,1943,Russian,Art_Nouveau,
64687,at-the-far-east-1904,Art_Nouveau_Modern,Nicholas_Roerich,1904,Russian,Art_Nouveau,
64688,order-of-the-buddha-all-conquering-1926,Symbolism,Nicholas_Roerich,1926,Russian,Symbolism,sketch_and_study
64689,defender-cloud-archer-1937,Symbolism,Nicholas_Roerich,1937,Russian,Symbolism,
64690,himalayas-study-6,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64691,saraha-the-blessed-arrow-1925,Symbolism,Nicholas_Roerich,1925,Russian,Symbolism,
64692,himalayas-21,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64693,krishna-1946,Symbolism,Nicholas_Roerich,1946,Russian,Symbolism,religious_painting
64694,unknown-singer-1920,Symbolism,Nicholas_Roerich,1920,Russian,Symbolism,
64695,ilya-muromets-1910-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,sketch_and_study
64696,ladakh-3,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64697,vignette-for-book-n-k-roerich-1918-16,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,illustration
64698,messenger-1915,Symbolism,Nicholas_Roerich,1915,Russian,Symbolism,landscape
64699,the-last-king-empty-throne-1922,Symbolism,Nicholas_Roerich,1922,Russian,Symbolism,
64700,order-of-rigden-jyepo-1947,Symbolism,Nicholas_Roerich,1947,Russian,Symbolism,religious_painting
64701,crowns-1914,Art_Nouveau_Modern,Nicholas_Roerich,1914,Russian,Art_Nouveau,
64702,plitnaia-hill-1893,Realism,Nicholas_Roerich,1893,Russian,Realism,landscape
64703,tibet,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64704,the-oldest-the-wisest-1944,Symbolism,Nicholas_Roerich,1944,Russian,Art_Nouveau,
64706,musiians-1921,Art_Nouveau_Modern,Nicholas_Roerich,1921,Russian,Art_Nouveau,
64707,tibetian-lama-1927,Symbolism,Nicholas_Roerich,1927,Russian,Symbolism,portrait
64708,old-pskov-1922,Symbolism,Nicholas_Roerich,1922,Russian,Symbolism,
64709,giantess-krimgerd,Symbolism,Nicholas_Roerich,,Russian,Symbolism,sketch_and_study
64710,king-gesar-1941-1,Symbolism,Nicholas_Roerich,,Russian,Symbolism,
64711,lonely-stranger-1931-1,Symbolism,Nicholas_Roerich,,Russian,Symbolism,genre_painting
64712,sketch-of-costumes-for-snow-maiden-9,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,
64713,rond-rocks-1911,Symbolism,Nicholas_Roerich,1911,Russian,Symbolism,landscape
64714,book-of-life-1939,Symbolism,Nicholas_Roerich,1939,Russian,Symbolism,landscape
64715,ridge-approaches-to-everest-1936,Symbolism,Nicholas_Roerich,1936,Russian,Symbolism,landscape
64716,monhigan-study-1922-1,Symbolism,Nicholas_Roerich,,Russian,Symbolism,sketch_and_study
64717,mountain-eagles-tibetan-stupa-1931,Symbolism,Nicholas_Roerich,1931,Russian,Symbolism,landscape
64718,ledenets-palace-1919,Art_Nouveau_Modern,Nicholas_Roerich,1919,Russian,Art_Nouveau,
64719,moon-over-monastery-in-mountains,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64720,himalayas-52,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64721,mist,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64723,gifts-1909,Art_Nouveau_Modern,Nicholas_Roerich,1909,Russian,Art_Nouveau,
64724,pass-tempest-secret-path-1936,Symbolism,Nicholas_Roerich,1936,Russian,Symbolism,landscape
64725,oze-s-room-1912-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,
64726,girl-1913-2,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,
64727,snow-maiden-and-lel-1921,Symbolism,Nicholas_Roerich,1921,Russian,Symbolism,
64728,town-monastery-on-hills,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64729,himalayas-26,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64730,clear-evening-1924,Symbolism,Nicholas_Roerich,1924,Russian,Symbolism,landscape
64731,guru-kambala-1940,Symbolism,Nicholas_Roerich,1940,Russian,Symbolism,landscape
64732,himalayas-1947-5,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64733,monastery-brahmaputra-1937,Symbolism,Nicholas_Roerich,1937,Russian,Symbolism,landscape
64734,castle-of-king-mark-1912-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,
64735,armageddon-1936,Symbolism,Nicholas_Roerich,1936,Russian,Symbolism,religious_painting
64736,oze-s-room-1912,Art_Nouveau_Modern,Nicholas_Roerich,1912,Russian,Art_Nouveau,
64737,the-rite-of-spring-1913,Art_Nouveau_Modern,Nicholas_Roerich,1913,Russian,Art_Nouveau,
64738,blind-1906,Art_Nouveau_Modern,Nicholas_Roerich,1906,Russian,Art_Nouveau,illustration
64739,rocks-of-ladakh-1933-1,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64740,kangchenjunga-1937-1,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64741,kara-kirghizians-1932,Symbolism,Nicholas_Roerich,1932,Russian,Symbolism,landscape
64742,mother-of-genghis-khan-1931,Symbolism,Nicholas_Roerich,1931,Russian,Symbolism,
64743,sorcerers-1905,Art_Nouveau_Modern,Nicholas_Roerich,1905,Russian,Art_Nouveau,genre_painting
64744,sketch-of-costumes-for-snow-maiden-2,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,
64745,portrait-of-man,Realism,Nicholas_Roerich,,Russian,Realism,portrait
64749,hunting-the-bears,Realism,Nicholas_Roerich,,Russian,Realism,sketch_and_study
64750,solveig-s-song-hut-in-the-forest-1912-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,
64751,nagchu-tibet,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64752,she-who-leads-1943,Symbolism,Nicholas_Roerich,1943,Russian,Symbolism,
64753,snakes-facing-whisperer-a-serpent-1912,Art_Nouveau_Modern,Nicholas_Roerich,1912,Russian,Art_Nouveau,sketch_and_study
64754,kardang-1933,Symbolism,Nicholas_Roerich,1933,Russian,Symbolism,landscape
64755,resurrection-monastery-in-uglich-1904,Art_Nouveau_Modern,Nicholas_Roerich,1904,Russian,Art_Nouveau,cityscape
64756,himalayas-66,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64757,young-men-successors-1914-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,genre_painting
64758,troki-sketch-of-troki-monastery-1903,Art_Nouveau_Modern,Nicholas_Roerich,1903,Russian,Realism,cityscape
64760,pechora-a-half-beleiver-a-setos-woman-1903,Realism,Nicholas_Roerich,1903,Russian,Realism,portrait
64761,thang-la,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64762,strongholds-of-tibet-study-1932,Symbolism,Nicholas_Roerich,1932,Russian,Symbolism,landscape
64763,snow-maiden-1920,Symbolism,Nicholas_Roerich,1920,Russian,Symbolism,
64764,study-of-mountains-3,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64765,girls,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,
64766,himalayas-14,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64767,foreign-lords-1907,Art_Nouveau_Modern,Nicholas_Roerich,1907,Russian,Art_Nouveau,genre_painting
64768,voice-of-mongolia-1937,Symbolism,Nicholas_Roerich,1937,Russian,Symbolism,genre_painting
64769,old-ladoga-fortress-1899,Realism,Nicholas_Roerich,1899,Russian,Realism,cityscape
64770,polovtsian-camp-1914-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,
64771,ledenets-1919,Art_Nouveau_Modern,Nicholas_Roerich,1919,Russian,Art_Nouveau,sketch_and_study
64772,nightingale-the-robber-1910,Symbolism,Nicholas_Roerich,1910,Russian,Symbolism,
64773,monhigan-study-1922-26,Symbolism,Nicholas_Roerich,,Russian,Symbolism,sketch_and_study
64774,archangel-with-birds-1905,Art_Nouveau_Modern,Nicholas_Roerich,1905,Russian,Art_Nouveau,religious_painting
64775,himalayas-spoors-of-motley-mountains-1943,Symbolism,Nicholas_Roerich,1943,Russian,Symbolism,landscape
64776,island-of-rest-1937,Symbolism,Nicholas_Roerich,1937,Russian,Symbolism,cityscape
64777,beyond-the-seas-there-are-the-great-lands-daughter-of-viking-1915,Art_Nouveau_Modern,Nicholas_Roerich,1915,Russian,Art_Nouveau,
64778,behest-of-the-sky-1915,Symbolism,Nicholas_Roerich,1915,Russian,Symbolism,genre_painting
64779,lake-village-1915-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,landscape
64780,room-of-queen-anna-1913,Art_Nouveau_Modern,Nicholas_Roerich,1913,Russian,Art_Nouveau,
64781,the-pact-of-culture-1931,Symbolism,Nicholas_Roerich,1931,Russian,Symbolism,
64782,old-arabian-1912,Art_Nouveau_Modern,Nicholas_Roerich,1912,Russian,Art_Nouveau,
64783,song-of-the-viking-1907,Art_Nouveau_Modern,Nicholas_Roerich,1907,Russian,Art_Nouveau,genre_painting
64784,roses-of-heart-princess-olga-1923,Art_Nouveau_Modern,Nicholas_Roerich,1923,Russian,Art_Nouveau,
64785,saint-sergius-employees-1940,Symbolism,Nicholas_Roerich,1940,Russian,Symbolism,religious_painting
64786,building-a-city-1902,Art_Nouveau_Modern,Nicholas_Roerich,1902,Russian,Art_Nouveau,genre_painting
64787,himalayas-4,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64788,monhigan-study-1922-13,Symbolism,Nicholas_Roerich,,Russian,Symbolism,sketch_and_study
64789,star-of-the-hero-1932-1,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64790,sacred-island-1917,Symbolism,Nicholas_Roerich,1917,Russian,Symbolism,landscape
64791,treasure-1919,Symbolism,Nicholas_Roerich,1919,Russian,Symbolism,landscape
64792,fight-near-kerzhenets-1910,Symbolism,Nicholas_Roerich,1910,Russian,Symbolism,sketch_and_study
64793,issa-pond-le,Symbolism,Nicholas_Roerich,,Russian,Symbolism,cityscape
64794,shekar-dzong-1933,Symbolism,Nicholas_Roerich,1933,Russian,Symbolism,landscape
64795,study-of-saint-alexius-temple-1909,Art_Nouveau_Modern,Nicholas_Roerich,1909,Russian,Art_Nouveau,sketch_and_study
64796,ravine-1912,Art_Nouveau_Modern,Nicholas_Roerich,1912,Russian,Art_Nouveau,
64797,himalayas-22,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64798,taklamakan-chinese-turkestan,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64799,himalayas,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64800,the-rock-temples,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64801,blue-temples-grand-canyon-arizona-1921,Symbolism,Nicholas_Roerich,1921,Russian,Symbolism,landscape
64802,village-kardang-lahaul-1932,Symbolism,Nicholas_Roerich,1932,Russian,Symbolism,landscape
64803,head-of-saviour-1906,Art_Nouveau_Modern,Nicholas_Roerich,1906,Russian,Art_Nouveau,religious_painting
64804,daning-horovod-1903,Art_Nouveau_Modern,Nicholas_Roerich,1903,Russian,Art_Nouveau,genre_painting
64805,light-night-1909,Art_Nouveau_Modern,Nicholas_Roerich,1909,Russian,Art_Nouveau,
64806,himalayas-1947-6,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64807,the-island-of-repose,Symbolism,Nicholas_Roerich,,Russian,Symbolism,cityscape
64808,gang-cold-ravine-1946(1),Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64809,izvarka-1893,Realism,Nicholas_Roerich,1893,Russian,Realism,landscape
64810,order-of-rigden-jyepo,Symbolism,Nicholas_Roerich,,Russian,Symbolism,religious_painting
64811,sanctuaries-and-citadels-1925-4,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64812,saint-nicholas-nicola-mozhaisky-1920,Symbolism,Nicholas_Roerich,1920,Russian,Symbolism,religious_painting
64813,himalayas-1947-4,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64814,tangla-1943,Symbolism,Nicholas_Roerich,1943,Russian,Symbolism,landscape
64815,rocky-seashore-1916,Symbolism,Nicholas_Roerich,1916,Russian,Symbolism,landscape
64816,tibet-sacred-stones-mongolia,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64817,castle-1936,Symbolism,Nicholas_Roerich,1936,Russian,Symbolism,
64818,messenger-from-himalayas-going-home-1940,Symbolism,Nicholas_Roerich,1940,Russian,Symbolism,genre_painting
64819,sacred-himalayas-1934,Symbolism,Nicholas_Roerich,1934,Russian,Symbolism,landscape
64820,himalayas-1937,Symbolism,Nicholas_Roerich,1937,Russian,Symbolism,landscape
64821,tibet-flaming-peak-1933,Symbolism,Nicholas_Roerich,1933,Russian,Symbolism,landscape
64822,daughter-of-viking-1918,Symbolism,Nicholas_Roerich,1918,Russian,Symbolism,genre_painting
64823,himalayas-1947-2,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64824,sketch-of-costumes-for-snow-maiden,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,
64825,pen-drawing-in-his-letter-to-v-stasov-1897,Realism,Nicholas_Roerich,1897,Russian,Realism,sketch_and_study
64826,finnish-landscape-tulolansaari-island-1918,Symbolism,Nicholas_Roerich,1918,Russian,Symbolism,landscape
64827,approach-to-gryzovo-village-1893,Realism,Nicholas_Roerich,1893,Russian,Realism,landscape
64828,forthcoming-stylites-1918,Symbolism,Nicholas_Roerich,1918,Russian,Symbolism,
64829,vignette-for-book-n-k-roerich-1918-5,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,illustration
64830,traces-mountain-wanderer-1917,Symbolism,Nicholas_Roerich,1917,Russian,Symbolism,genre_painting
64831,himalayas-study-4,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64832,porch-of-ancient-wooden-church-in-ladoga-1899,Realism,Nicholas_Roerich,1899,Russian,Realism,cityscape
64833,mountain-abode-1933,Symbolism,Nicholas_Roerich,1933,Russian,Symbolism,landscape
64834,study-of-decoration,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,sketch_and_study
64835,santana-1937,Symbolism,Nicholas_Roerich,1937,Russian,Symbolism,
64836,stupa-1933,Symbolism,Nicholas_Roerich,1933,Russian,Symbolism,landscape
64837,berendey-s-sloboda-1912,Art_Nouveau_Modern,Nicholas_Roerich,1912,Russian,Art_Nouveau,sketch_and_study
64838,alps-study-1923,Symbolism,Nicholas_Roerich,1923,Russian,Symbolism,landscape
64839,arhat,Symbolism,Nicholas_Roerich,,Russian,Symbolism,sketch_and_study
64840,varangian-warrior-1911,Art_Nouveau_Modern,Nicholas_Roerich,1911,Russian,Art_Nouveau,sketch_and_study
64841,signs-of-christ-1924,Symbolism,Nicholas_Roerich,1924,Russian,Symbolism,sketch_and_study
64842,sharugen-monastery-1932,Symbolism,Nicholas_Roerich,1932,Russian,Symbolism,landscape
64843,stylites-1917,Art_Nouveau_Modern,Nicholas_Roerich,1917,Russian,Art_Nouveau,landscape
64844,sandoling-lamayura,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64845,figures-of-elders,Realism,Nicholas_Roerich,,Russian,Realism,sketch_and_study
64846,courtier-1912,Art_Nouveau_Modern,Nicholas_Roerich,1912,Russian,Art_Nouveau,
64847,the-kremlin-tower-of-novgorod-1903,Realism,Nicholas_Roerich,1903,Russian,Realism,cityscape
64848,vignette-for-book-n-k-roerich-1918,Art_Nouveau_Modern,Nicholas_Roerich,1918,Russian,Art_Nouveau,illustration
64849,tibet-himalayas-1933,Symbolism,Nicholas_Roerich,1933,Russian,Symbolism,landscape
64850,rocky-peaks-himalayas,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64851,rocks-cliffs-1919,Symbolism,Nicholas_Roerich,1919,Russian,Symbolism,landscape
64852,shadows-of-the-past-1937,Symbolism,Nicholas_Roerich,1937,Russian,Symbolism,
64853,vyas-kund-1932,Symbolism,Nicholas_Roerich,1932,Russian,Symbolism,landscape
64854,batuhalka-the-capital-of-inner-mongolia-1927,Symbolism,Nicholas_Roerich,1927,Russian,Symbolism,cityscape
64855,ladakh-kashmir-1943,Symbolism,Nicholas_Roerich,1943,Russian,Symbolism,landscape
64856,himalayas-33,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64857,hills-1912-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,landscape
64858,standard-bearer-1921,Art_Nouveau_Modern,Nicholas_Roerich,1921,Russian,Art_Nouveau,
64859,mongoliya-olun-sume-1936,Symbolism,Nicholas_Roerich,1936,Russian,Symbolism,landscape
64860,himalayas-1940-1,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64861,buttoner-1912,Art_Nouveau_Modern,Nicholas_Roerich,1912,Russian,Art_Nouveau,
64862,on-the-way-to-shekar-dzong-1928,Symbolism,Nicholas_Roerich,1928,Russian,Symbolism,landscape
64863,jeanne-d-arc-1931,Symbolism,Nicholas_Roerich,1931,Russian,Symbolism,
64864,russian-easter,Symbolism,Nicholas_Roerich,,Russian,Symbolism,genre_painting
64865,kangchenjunga-1937,Symbolism,Nicholas_Roerich,1937,Russian,Symbolism,landscape
64866,compassion-1936,Symbolism,Nicholas_Roerich,1936,Russian,Symbolism,genre_painting
64867,prologue-forest-1908,Art_Nouveau_Modern,Nicholas_Roerich,1908,Russian,Art_Nouveau,
64868,the-sacred-gift-1924,Symbolism,Nicholas_Roerich,1924,Russian,Symbolism,genre_painting
64869,intercession-of-the-theotokos-1903,Art_Nouveau_Modern,Nicholas_Roerich,1903,Russian,Art_Nouveau,religious_painting
64870,crypt-1915,Symbolism,Nicholas_Roerich,1915,Russian,Symbolism,landscape
64871,sentinels,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64872,himalayas-10,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64873,gumran-1932,Symbolism,Nicholas_Roerich,1932,Russian,Symbolism,landscape
64874,monhigan-vagueness-1922,Symbolism,Nicholas_Roerich,1922,Russian,Symbolism,landscape
64875,lake-ladoga-islands-1918,Symbolism,Nicholas_Roerich,1918,Russian,Symbolism,landscape
64876,maitreya-1933,Symbolism,Nicholas_Roerich,1933,Russian,Symbolism,religious_painting
64877,saint-sergius-1922,Symbolism,Nicholas_Roerich,1922,Russian,Art_Nouveau,religious_painting
64879,monastery-in-himalayas-1931,Symbolism,Nicholas_Roerich,1931,Russian,Symbolism,landscape
64880,idols,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,landscape
64881,queen-anna-s-tower-1913-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,sketch_and_study
64882,himalayas-1946,Symbolism,Nicholas_Roerich,1946,Russian,Symbolism,landscape
64883,euripides-1893,Realism,Nicholas_Roerich,1893,Russian,Realism,still_life
64884,and-we-bring-the-light-1922,Symbolism,Nicholas_Roerich,1922,Russian,Symbolism,cityscape
64885,kneeling-warriors-study-of-murals-for-the-chapel-in-pskov-1914-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,religious_painting
64886,sketch-of-costumes-for-snow-maiden-1920,Art_Nouveau_Modern,Nicholas_Roerich,1920,Russian,Art_Nouveau,
64887,snowy-peaks,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64888,second-bridge-on-road-to-threshing-floor-in-state-forest-1893,Realism,Nicholas_Roerich,1893,Russian,Realism,landscape
64889,yuhinlahti-1917,Symbolism,Nicholas_Roerich,1917,Russian,Symbolism,landscape
64890,fortress-1909,Art_Nouveau_Modern,Nicholas_Roerich,1909,Russian,Art_Nouveau,landscape
64891,towns-1914-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,cityscape
64892,a-good-tree-has-grown-1914,Art_Nouveau_Modern,Nicholas_Roerich,1914,Russian,Art_Nouveau,
64893,yaroslavna-s-lament-1914-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,
64894,a-guy-who-plays-the-horn-1913,Art_Nouveau_Modern,Nicholas_Roerich,1913,Russian,Art_Nouveau,
64895,oze-s-room-1912-2,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,
64896,sketch-with-trees-and-people-with-buggles-1919,Symbolism,Nicholas_Roerich,1919,Russian,Symbolism,sketch_and_study
64897,himalayas-1945-2,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64898,himalayas-68,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64899,snowy-peaks-at-sunset-1945,Symbolism,Nicholas_Roerich,1945,Russian,Symbolism,landscape
64900,armchair-1904,Art_Nouveau_Modern,Nicholas_Roerich,1904,Russian,Art_Nouveau,
64901,grand-canyon-1921-1,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64902,study-of-walls,Realism,Nicholas_Roerich,,Russian,Realism,sketch_and_study
64903,teacher-s-order-1947,Symbolism,Nicholas_Roerich,1947,Russian,Symbolism,genre_painting
64904,sanga-chelling-1924,Symbolism,Nicholas_Roerich,1924,Russian,Symbolism,landscape
64905,three-arrows-1923,Symbolism,Nicholas_Roerich,1923,Russian,Symbolism,genre_painting
64906,wolves,Realism,Nicholas_Roerich,,Russian,Realism,sketch_and_study
64907,oh-future-1933,Symbolism,Nicholas_Roerich,1933,Russian,Symbolism,
64908,himalayas-1936-1,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64909,procopius-the-righteous-removes-a-cloud-of-stone-from-the-great-ustyug-1914-1,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,religious_painting
64910,tver-embassy-1914,Art_Nouveau_Modern,Nicholas_Roerich,1914,Russian,Art_Nouveau,illustration
64911,shadow-of-the-teacher-1932,Symbolism,Nicholas_Roerich,1932,Russian,Symbolism,landscape
64912,sared-himalayas-1933-1,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64913,order-of-rigden-jyepo-1927,Symbolism,Nicholas_Roerich,1927,Russian,Symbolism,religious_painting
64914,rostov-veliky-kremlin-1922,Symbolism,Nicholas_Roerich,1922,Russian,Symbolism,cityscape
64915,rock-relief-of-buddha-1928,Symbolism,Nicholas_Roerich,1928,Russian,Symbolism,landscape
64916,tibetian-fortress-1936,Symbolism,Nicholas_Roerich,1936,Russian,Symbolism,landscape
64917,santa-fe-1921,Symbolism,Nicholas_Roerich,1921,Russian,Symbolism,landscape
64918,karelian-landscape-hyumpola-lake-1917,Symbolism,Nicholas_Roerich,1917,Russian,Symbolism,landscape
64919,ashram-ceylon-1931,Symbolism,Nicholas_Roerich,1931,Russian,Symbolism,landscape
64920,koksar-camp-1932,Symbolism,Nicholas_Roerich,1932,Russian,Symbolism,landscape
64921,magician-1943,Symbolism,Nicholas_Roerich,1943,Russian,Symbolism,
64922,cor-ardens-1918,Symbolism,Nicholas_Roerich,1918,Russian,Symbolism,
64923,guru-kambala-1925,Symbolism,Nicholas_Roerich,1925,Russian,Symbolism,landscape
64924,tibet-himalayas,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64925,cor-ardens-1917,Symbolism,Nicholas_Roerich,1917,Russian,Symbolism,
64926,himalayas-tops-of-mountains-with-the-turqoise-sky-1937,Symbolism,Nicholas_Roerich,1937,Russian,Symbolism,landscape
64927,from-beyond,Art_Nouveau_Modern,Nicholas_Roerich,,Russian,Art_Nouveau,landscape
64928,tibet-evening-1937,Symbolism,Nicholas_Roerich,1937,Russian,Symbolism,landscape
64929,fire-1943,Symbolism,Nicholas_Roerich,1943,Russian,Symbolism,landscape
64930,saint-guests-1923,Symbolism,Nicholas_Roerich,1923,Russian,Symbolism,religious_painting
64931,himalayas-16,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64932,monhigan-study-1922-4,Symbolism,Nicholas_Roerich,,Russian,Symbolism,sketch_and_study
64933,himalayas-pink-peaks-1947,Symbolism,Nicholas_Roerich,1947,Russian,Symbolism,landscape
64934,hunter-1912,Art_Nouveau_Modern,Nicholas_Roerich,1912,Russian,Art_Nouveau,
64935,chenrezig-1932,Symbolism,Nicholas_Roerich,1932,Russian,Symbolism,landscape
64936,archers-1908,Art_Nouveau_Modern,Nicholas_Roerich,1908,Russian,Art_Nouveau,genre_painting
64937,solveig-s-father-1912,Art_Nouveau_Modern,Nicholas_Roerich,1912,Russian,Art_Nouveau,
64938,the-last-angel-1942,Symbolism,Nicholas_Roerich,1942,Russian,Symbolism,religious_painting
64939,maleine-s-room-1913,Art_Nouveau_Modern,Nicholas_Roerich,1913,Russian,Art_Nouveau,
64940,sacred-himalayas-1934-2,Symbolism,Nicholas_Roerich,,Russian,Symbolism,landscape
64941,yaroslavl-church-of-nativity-1903,Art_Nouveau_Modern,Nicholas_Roerich,1903,Russian,Art_Nouveau,cityscape
64943,armageddon-1940,Symbolism,Nicholas_Roerich,1940,Russian,Symbolism,religious_painting
