,Movement,Artwork,Year,Artist_Name
5273,Symbolism,lake,1915,Nicholas_Roerich
5276,Symbolism,pearl-of-searching,1924,Nicholas_Roerich
5277,Symbolism,gundla,1931,Nicholas_Roerich
5279,Symbolism,yarilin-calls,1919,Nicholas_Roerich
5281,Symbolism,mother-of-the-world,1924,Nicholas_Roerich
5283,Art_Nouveau_Modern,pater-devil,1912,Nicholas_Roerich
5284,Art_Nouveau_Modern,yaroslavna,1913,Nicholas_Roerich
5285,Art_Nouveau_Modern,mist-in-the-forest,1907,Nicholas_Roerich
5286,Symbolism,blue-temples,1921,Nicholas_Roerich
5287,Symbolism,study-of-mountains,1933,Nicholas_Roerich
5288,Symbolism,lake-karelian-landscape,1917,Nicholas_Roerich
5289,Symbolism,suburgan-of-tashiding,1924,Nicholas_Roerich
5291,Symbolism,krishna,1936,Nicholas_Roerich
5292,Symbolism,lake-ladoga,1919,Nicholas_Roerich
5293,Symbolism,logo-of-the-publishing-house-alatas,1923,Nicholas_Roerich
5295,Symbolism,fire-paternoster,1907,Nicholas_Roerich
5296,Symbolism,on-falut,1924,Nicholas_Roerich
5299,Art_Nouveau_Modern,tower-chamber-of-yaroslavna,1914,Nicholas_Roerich
5300,Symbolism,mongolian-tsam,1928,Nicholas_Roerich
5301,Symbolism,mill-in-the-mountains,1913,Nicholas_Roerich
5302,Symbolism,glaciers-of-himalayas,1937,Nicholas_Roerich
5305,Symbolism,sanctuaries,1924,Nicholas_Roerich
5306,Symbolism,tsong-kha-pa,1924,Nicholas_Roerich
5307,Symbolism,lahaul-kardang,1932,Nicholas_Roerich
5308,Symbolism,lake-vular,1925,Nicholas_Roerich
5310,Symbolism,kuluta,1936,Nicholas_Roerich
5313,Art_Nouveau_Modern,walls-of-kremlin-in-novgorod,1903,Nicholas_Roerich
5314,Art_Nouveau_Modern,corridors-of-the-castle-dungeons,1913,Nicholas_Roerich
5315,Symbolism,allal-ming,1920,Nicholas_Roerich
5316,Art_Nouveau_Modern,in-the-castle,1913,Nicholas_Roerich
5318,Symbolism,bell-mountain,1932,Nicholas_Roerich
5319,Symbolism,remember,1924,Nicholas_Roerich
5320,Symbolism,tibetian-camp,1932,Nicholas_Roerich
5321,Art_Nouveau_Modern,forest,1917,Nicholas_Roerich
5322,Symbolism,book-of-doves,1922,Nicholas_Roerich
5323,Art_Nouveau_Modern,battle-of-kerzhenets,1911,Nicholas_Roerich
5324,Art_Nouveau_Modern,procopius-the-righteous,1914,Nicholas_Roerich
5327,Art_Nouveau_Modern,scenery-sketch-for-mussorgsky-s-opera-khovanshchina,1919,Nicholas_Roerich
5329,Symbolism,himalayas-morning,1941,Nicholas_Roerich
5330,Art_Nouveau_Modern,young-men-successors,1914,Nicholas_Roerich
5331,Realism,wenden-ruins-of-chapel,1903,Nicholas_Roerich
5333,Symbolism,boundary-of-sword-study,1933,Nicholas_Roerich
5337,Art_Nouveau_Modern,knight,1912,Nicholas_Roerich
5338,Art_Nouveau_Modern,the-fading-day,1902,Nicholas_Roerich
5339,Symbolism,tent-mountain,1933,Nicholas_Roerich
5340,Symbolism,himalayas,1936,Nicholas_Roerich
5343,Symbolism,treasure-of-snows-kangchenjunga,1940,Nicholas_Roerich
5344,Art_Nouveau_Modern,ominous,1901,Nicholas_Roerich
5346,Symbolism,sketch-of-lamp-and-tsar-cannon-for-rimsky-korsakovs-opera,1919,Nicholas_Roerich
5348,Realism,part-of-izvara-lake,1893,Nicholas_Roerich
5350,Art_Nouveau_Modern,smolensk-tower,1903,Nicholas_Roerich
5351,Art_Nouveau_Modern,yaroslavna-s-lament,1914,Nicholas_Roerich
5352,Symbolism,trans-himalayas,1928,Nicholas_Roerich
5353,Art_Nouveau_Modern,oze-s-hut,1912,Nicholas_Roerich
5354,Art_Nouveau_Modern,shepherd,1912,Nicholas_Roerich
5355,Symbolism,three-swords-paintings-on-the-stone,1932,Nicholas_Roerich
5356,Symbolism,message-to-tiron,1940,Nicholas_Roerich
5357,Symbolism,sissu-monastery,1932,Nicholas_Roerich
5361,Realism,bekas,1893,Nicholas_Roerich
5363,Art_Nouveau_Modern,people-old-man,1913,Nicholas_Roerich
5364,Symbolism,jeanne-d-arc-in-the-fire,1930,Nicholas_Roerich
5366,Symbolism,trans-himalayas-view-from-saga-dzong,1928,Nicholas_Roerich
5367,Symbolism,karakoram-way-to-turkestan,1936,Nicholas_Roerich
5368,Symbolism,blessed-soul-bhagavan-sri-ramakrishna,1924,Nicholas_Roerich
5370,Symbolism,pilgrim,1932,Nicholas_Roerich
5371,Art_Nouveau_Modern,man-with-a-horn,1900,Nicholas_Roerich
5372,Symbolism,cliff-dwellings-arizona,1921,Nicholas_Roerich
5373,Art_Nouveau_Modern,tsar,1905,Nicholas_Roerich
5375,Symbolism,chiktan-citadel-in-himalayas,1932,Nicholas_Roerich
5377,Symbolism,white-himalayas,1931,Nicholas_Roerich
5378,Symbolism,chenrezig,1931,Nicholas_Roerich
5381,Symbolism,the-rite-of-spring,1945,Nicholas_Roerich
5382,Art_Nouveau_Modern,stargazer,1921,Nicholas_Roerich
5383,Art_Nouveau_Modern,the-court-of-prince-vladimir-galitsky-study-of-scene-design-for-prince-igor,1914,Nicholas_Roerich
5384,Art_Nouveau_Modern,language-of-bird,1920,Nicholas_Roerich
5386,Symbolism,final-journey,1922,Nicholas_Roerich
5387,Symbolism,traces,1917,Nicholas_Roerich
5388,Symbolism,himalayas-evening,1940,Nicholas_Roerich
5389,Symbolism,ladakh-golden-clouds-over-blue-mountains,1943,Nicholas_Roerich
5390,Symbolism,captive-with-rose,1943,Nicholas_Roerich
5391,Symbolism,snow-maiden-and-berendey,1920,Nicholas_Roerich
5392,Art_Nouveau_Modern,rostov-veliky-door-of-the-church-on-ishna,1903,Nicholas_Roerich
5394,Symbolism,himalayas-chain-of-mountains,1942,Nicholas_Roerich
5396,Art_Nouveau_Modern,prison,1913,Nicholas_Roerich
5397,Symbolism,issa-and-giant-s-head,1932,Nicholas_Roerich
5398,Realism,water-paternoster,1905,Nicholas_Roerich
5399,Symbolism,vision,1923,Nicholas_Roerich
5402,Symbolism,fight,1928,Nicholas_Roerich
5403,Symbolism,the-church-in-the-name-of-st-sergius-in-america,1931,Nicholas_Roerich
5405,Symbolism,guga-chohan-kuluta,1931,Nicholas_Roerich
5406,Art_Nouveau_Modern,servant,1912,Nicholas_Roerich
5407,Art_Nouveau_Modern,hut-in-the-mountains,1912,Nicholas_Roerich
5411,Symbolism,house-of-spirit,1915,Nicholas_Roerich
5412,Symbolism,sared-himalayas,1933,Nicholas_Roerich
5415,Art_Nouveau_Modern,forest-people,1916,Nicholas_Roerich
5416,Art_Nouveau_Modern,kneeling-angel,1912,Nicholas_Roerich
5419,Symbolism,mongolia-yurtas,1938,Nicholas_Roerich
5420,Symbolism,kangchenjunga,1936,Nicholas_Roerich
5422,Symbolism,castle-the-doomed-city,1914,Nicholas_Roerich
5423,Art_Nouveau_Modern,in-the-nunnery,1914,Nicholas_Roerich
5424,Symbolism,ladakh-sunset,1933,Nicholas_Roerich
5425,Realism,idol,1898,Nicholas_Roerich
5427,Symbolism,captors-of-fire,1938,Nicholas_Roerich
5428,Symbolism,maulbek,1937,Nicholas_Roerich
5431,Symbolism,tombs-in-the-desert,1930,Nicholas_Roerich
5432,Symbolism,maitreya,1932,Nicholas_Roerich
5433,Symbolism,tower-of-terror,1939,Nicholas_Roerich
5434,Symbolism,evening-call,1931,Nicholas_Roerich
5435,Symbolism,by-the-brahmaputra,1926,Nicholas_Roerich
5436,Art_Nouveau_Modern,smolensk-the-porch-of-the-convent,1903,Nicholas_Roerich
5443,Art_Nouveau_Modern,zmievna,1906,Nicholas_Roerich
5444,Symbolism,the-unspilling-vessel,1927,Nicholas_Roerich
5445,Symbolism,the-saints-have-gone-leave-gleb-as-keeper,1920,Nicholas_Roerich
5447,Symbolism,cloud,1913,Nicholas_Roerich
5450,Symbolism,guardian-of-desert,1941,Nicholas_Roerich
5452,Art_Nouveau_Modern,punkaharju,1907,Nicholas_Roerich
5453,Art_Nouveau_Modern,cooker,1912,Nicholas_Roerich
5454,Art_Nouveau_Modern,the-elders-weared-in-bear-hides,1944,Nicholas_Roerich
5456,Symbolism,a-depiction-of-the-cintamani-being-carried-by-the-lung-ta-wind-horse,1936,Nicholas_Roerich
5457,Art_Nouveau_Modern,martyr-mercurius-of-smolensk,1918,Nicholas_Roerich
5459,Symbolism,light-conquers-darkness,1933,Nicholas_Roerich
5460,Symbolism,himalayas-study-holy-himalayas,1933,Nicholas_Roerich
5462,Symbolism,devita,1932,Nicholas_Roerich
5463,Symbolism,ellora,1938,Nicholas_Roerich
5465,Realism,study-to-building-a-city,1902,Nicholas_Roerich
5468,Symbolism,ancient-landscape,1910,Nicholas_Roerich
5469,Symbolism,kereksury,1927,Nicholas_Roerich
5470,Art_Nouveau_Modern,snow-maiden,1921,Nicholas_Roerich
5476,Symbolism,border-of-tibet,1940,Nicholas_Roerich
5478,Symbolism,chan-thang-northern-tibet,1939,Nicholas_Roerich
5480,Art_Nouveau_Modern,untitled,1916,Nicholas_Roerich
5482,Symbolism,sage,1918,Nicholas_Roerich
5483,Symbolism,caravan,1931,Nicholas_Roerich
5485,Symbolism,silhouette,1924,Nicholas_Roerich
5486,Art_Nouveau_Modern,beyond-the-seas-there-are-the-great-lands,1910,Nicholas_Roerich
5487,Realism,study-of-flowers,1889,Nicholas_Roerich
5490,Symbolism,burein-gol-qaidam,1928,Nicholas_Roerich
5492,Symbolism,the-treasure-diviner,1943,Nicholas_Roerich
5493,Art_Nouveau_Modern,captive,1943,Nicholas_Roerich
5494,Symbolism,tibetian-camp,1936,Nicholas_Roerich
5495,Symbolism,the-giant,1943,Nicholas_Roerich
5496,Art_Nouveau_Modern,suzdal-alexander-nevsky-monastery,1903,Nicholas_Roerich
5497,Symbolism,jeanne-d-arc-prayer,1930,Nicholas_Roerich
5500,Art_Nouveau_Modern,wait,1900,Nicholas_Roerich
5501,Art_Nouveau_Modern,birches,1905,Nicholas_Roerich
5502,Symbolism,guardians-of-the-night,1940,Nicholas_Roerich
5503,Symbolism,monhigan-fairytale,1922,Nicholas_Roerich
5504,Symbolism,himalayas,1943,Nicholas_Roerich
5505,Realism,study-of-lying-boy,1894,Nicholas_Roerich
5506,Symbolism,yaroslav-is-glad-for-kiev,1938,Nicholas_Roerich
5507,Symbolism,bogdo-ul-hurricane,1927,Nicholas_Roerich
5508,Symbolism,lonely-stranger,1931,Nicholas_Roerich
5509,Symbolism,mstislav-s-duel-with-rededia,1943,Nicholas_Roerich
5511,Symbolism,chandra-bhaga-path-to-triloknath,1932,Nicholas_Roerich
5512,Symbolism,royal-monastery,1932,Nicholas_Roerich
5514,Art_Nouveau_Modern,gegstad-manor,1912,Nicholas_Roerich
5515,Art_Nouveau_Modern,illustration-to-feast-of-peter-the-great,1901,Nicholas_Roerich
5516,Symbolism,ramayana,1937,Nicholas_Roerich
5517,Symbolism,varangian-way,1907,Nicholas_Roerich
5519,Art_Nouveau_Modern,yaroslavl-saint-basil-church,1903,Nicholas_Roerich
5521,Symbolism,evening,1939,Nicholas_Roerich
5523,Realism,apple-tree,1905,Nicholas_Roerich
5524,Symbolism,study-cry-of-the-serpent,1914,Nicholas_Roerich
5525,Art_Nouveau_Modern,putivl,1908,Nicholas_Roerich
5526,Symbolism,tashiding,1924,Nicholas_Roerich
5527,Art_Nouveau_Modern,fight-with-the-dragon,1914,Nicholas_Roerich
5529,Art_Nouveau_Modern,coast-ledenets,1919,Nicholas_Roerich
5530,Symbolism,karelian-landscape-tulola-rocks,1918,Nicholas_Roerich
5531,Symbolism,lake-dal,1925,Nicholas_Roerich
5533,Symbolism,iskander-and-hermit,1938,Nicholas_Roerich
5534,Symbolism,lhasa,1942,Nicholas_Roerich
5537,Symbolism,world-s-treasure-cintamani,1924,Nicholas_Roerich
5538,Symbolism,meditation,1923,Nicholas_Roerich
5539,Realism,distillery-in-izvara,1893,Nicholas_Roerich
5540,Art_Nouveau_Modern,rostov-veliky-interior-of-church-of-savior,1903,Nicholas_Roerich
5542,Symbolism,lake-hyumpola,1917,Nicholas_Roerich
5543,Symbolism,taos-pueblo-new-mexico,1921,Nicholas_Roerich
5545,Symbolism,on-the-heights-tummo,1936,Nicholas_Roerich
5546,Symbolism,buddha-the-winner,1925,Nicholas_Roerich
5547,Art_Nouveau_Modern,castle-at-night,1912,Nicholas_Roerich
5548,Art_Nouveau_Modern,medieval-revel,1903,Nicholas_Roerich
5549,Art_Nouveau_Modern,three-personages,1913,Nicholas_Roerich
5551,Symbolism,himalayas-rain,1933,Nicholas_Roerich
5552,Symbolism,ruins-of-a-chinese-fort,1926,Nicholas_Roerich
5553,Symbolism,tibet-monastery-gelug-pa,1936,Nicholas_Roerich
5554,Symbolism,the-ruins-of-the-buildings-and-rocky-caves-anasazi-culture-canyon-tyuoni,1922,Nicholas_Roerich
5556,Symbolism,novgorod-spas-nereditsky,1899,Nicholas_Roerich
5559,Symbolism,prince-igor-campaign,1942,Nicholas_Roerich
5560,Symbolism,krishna-magic-flute,1938,Nicholas_Roerich
5561,Symbolism,himalayas-moon-mountains,1933,Nicholas_Roerich
5562,Symbolism,rocks-of-ladakh,1932,Nicholas_Roerich
5563,Art_Nouveau_Modern,russian-hut,1919,Nicholas_Roerich
5564,Realism,near-mount-sobachya-in-sosnitsy,1893,Nicholas_Roerich
5566,Art_Nouveau_Modern,father-frost,1912,Nicholas_Roerich
5568,Symbolism,maitreya-the-conqueror,1926,Nicholas_Roerich
5569,Symbolism,grand-vista-over-a-coastal-landscape,1919,Nicholas_Roerich
5571,Art_Nouveau_Modern,coast-near-ledenets,1919,Nicholas_Roerich
5572,Symbolism,buried-treasures,1917,Nicholas_Roerich
5573,Art_Nouveau_Modern,archfoe,1914,Nicholas_Roerich
5574,Symbolism,border-of-tibet-tsaidam,1936,Nicholas_Roerich
5575,Art_Nouveau_Modern,isolde,1912,Nicholas_Roerich
5578,Symbolism,partisans,1942,Nicholas_Roerich
5580,Symbolism,jelep-la-tibetan-frontier,1936,Nicholas_Roerich
5581,Symbolism,study-of-belukha,1926,Nicholas_Roerich
5582,Art_Nouveau_Modern,human-ancestors,1913,Nicholas_Roerich
5583,Art_Nouveau_Modern,rostov-veliky-church-on-ishna,1903,Nicholas_Roerich
5584,Symbolism,river-chandra,1931,Nicholas_Roerich
5585,Realism,man-from-pskov,1894,Nicholas_Roerich
5586,Symbolism,great-wall-of-china,1938,Nicholas_Roerich
5587,Symbolism,tibetian-lakes,1933,Nicholas_Roerich
5588,Art_Nouveau_Modern,yuryev-polsky-study-of-temple,1903,Nicholas_Roerich
5589,Symbolism,glaciers-of-lahaul,1936,Nicholas_Roerich
5590,Symbolism,command,1917,Nicholas_Roerich
5591,Art_Nouveau_Modern,ancient-life,1904,Nicholas_Roerich
5592,Art_Nouveau_Modern,three-pleasures,1916,Nicholas_Roerich
5593,Symbolism,human-ancestors,1940,Nicholas_Roerich
5594,Symbolism,rocks-karelia,1917,Nicholas_Roerich
5597,Realism,homer,1893,Nicholas_Roerich
5598,Art_Nouveau_Modern,street-in-front-of-castle,1913,Nicholas_Roerich
5599,Art_Nouveau_Modern,old-king,1910,Nicholas_Roerich
5600,Art_Nouveau_Modern,entourage,1912,Nicholas_Roerich
5601,Art_Nouveau_Modern,rostov-the-great,1903,Nicholas_Roerich
5602,Art_Nouveau_Modern,kovno-old-church,1903,Nicholas_Roerich
5603,Symbolism,brahmaputra,1946,Nicholas_Roerich
5605,Art_Nouveau_Modern,annunciation-archangel-gabriel,1907,Nicholas_Roerich
5607,Symbolism,lama,1945,Nicholas_Roerich
5608,Symbolism,morning-star,1932,Nicholas_Roerich
5609,Symbolism,boris-and-gleb,1943,Nicholas_Roerich
5610,Symbolism,ice-sphinx,1938,Nicholas_Roerich
5612,Symbolism,ladakh-leh,1925,Nicholas_Roerich
5613,Realism,river-landscape,1892,Nicholas_Roerich
5615,Art_Nouveau_Modern,terem-of-kikimora,1910,Nicholas_Roerich
5616,Art_Nouveau_Modern,yaroslavl-entrance-to-the-st-nicholas-wet-church,1903,Nicholas_Roerich
5617,Symbolism,the-last-angel,1912,Nicholas_Roerich
5618,Symbolism,mekheski-moon-people,1915,Nicholas_Roerich
5619,Symbolism,tibet,1933,Nicholas_Roerich
5620,Art_Nouveau_Modern,rostov-veliky-attics-of-princely-houses,1903,Nicholas_Roerich
5621,Symbolism,tulola,1918,Nicholas_Roerich
5623,Symbolism,the-language-of-the-forest,1922,Nicholas_Roerich
5624,Symbolism,madonna-the-protector,1933,Nicholas_Roerich
5628,Art_Nouveau_Modern,hills,1915,Nicholas_Roerich
5629,Symbolism,kuluta,1937,Nicholas_Roerich
5631,Symbolism,sortavala-islands,1917,Nicholas_Roerich
5633,Art_Nouveau_Modern,polovets-with-scimitar,1943,Nicholas_Roerich
5634,Symbolism,girls,1944,Nicholas_Roerich
5637,Art_Nouveau_Modern,st-olga-of-kiev,1915,Nicholas_Roerich
5638,Art_Nouveau_Modern,people,1914,Nicholas_Roerich
5640,Symbolism,bonpo-stronghold,1933,Nicholas_Roerich
5641,Symbolism,holy-cave,1931,Nicholas_Roerich
5642,Art_Nouveau_Modern,forest,1912,Nicholas_Roerich
5644,Art_Nouveau_Modern,putivl,1920,Nicholas_Roerich
5645,Symbolism,kangchenjunga,1944,Nicholas_Roerich
5646,Symbolism,laplandian-castle,1918,Nicholas_Roerich
5647,Symbolism,ladakh,1937,Nicholas_Roerich
5648,Symbolism,himalayas-morning,1940,Nicholas_Roerich
5652,Art_Nouveau_Modern,two-girls,1930,Nicholas_Roerich
5653,Art_Nouveau_Modern,building-the-ships,1903,Nicholas_Roerich
5654,Symbolism,siver-clouds-over-the-mountains,1941,Nicholas_Roerich
5657,Realism,waiting,1901,Nicholas_Roerich
5658,Art_Nouveau_Modern,smolensk,1909,Nicholas_Roerich
5661,Symbolism,mohammed-on-mount-hira,1925,Nicholas_Roerich
5663,Symbolism,russian-easter,1924,Nicholas_Roerich
5667,Symbolism,the-straight-path,1912,Nicholas_Roerich
5668,Symbolism,mount-m,1931,Nicholas_Roerich
5670,Symbolism,mystery-of-walls,1920,Nicholas_Roerich
5671,Symbolism,pass-suget,1936,Nicholas_Roerich
5672,Symbolism,bogdo-ul,1927,Nicholas_Roerich
5675,Symbolism,maitreya-on-the-way,1928,Nicholas_Roerich
5678,Art_Nouveau_Modern,study-of-scene-design-for-tristan-und-isolde,1914,Nicholas_Roerich
5679,Symbolism,wanderer-of-the-light-city,1933,Nicholas_Roerich
5682,Symbolism,heat-of-the-earth,1918,Nicholas_Roerich
5684,Symbolism,mongolia,1927,Nicholas_Roerich
5685,Symbolism,yurtas,1931,Nicholas_Roerich
5686,Art_Nouveau_Modern,boats,1901,Nicholas_Roerich
5687,Symbolism,three-jewels,1932,Nicholas_Roerich
5688,Symbolism,landscape-with-chapel,1915,Nicholas_Roerich
5690,Realism,izvara,1897,Nicholas_Roerich
5691,Art_Nouveau_Modern,vernicle,1914,Nicholas_Roerich
5692,Art_Nouveau_Modern,izborsk-towers,1903,Nicholas_Roerich
5693,Symbolism,mountain-luton,1922,Nicholas_Roerich
5694,Symbolism,snow-maiden,1947,Nicholas_Roerich
5695,Symbolism,the-philosopher-silence,1940,Nicholas_Roerich
5696,Symbolism,everest,1938,Nicholas_Roerich
5697,Symbolism,saint-pantaleon-the-healer,1916,Nicholas_Roerich
5699,Symbolism,idols,1943,Nicholas_Roerich
5700,Symbolism,himalayas-study,1934,Nicholas_Roerich
5701,Symbolism,and-we-labor,1922,Nicholas_Roerich
5703,Symbolism,mongolian-rider,1931,Nicholas_Roerich
5704,Symbolism,himalayas,1942,Nicholas_Roerich
5705,Symbolism,thoughts-of-fire,1934,Nicholas_Roerich
5706,Symbolism,morning,1931,Nicholas_Roerich
5707,Symbolism,sunset-rider,1918,Nicholas_Roerich
5708,Symbolism,karelian-landscape,1919,Nicholas_Roerich
5709,Symbolism,at-midnight-light-of-the-shambhala,1940,Nicholas_Roerich
5710,Art_Nouveau_Modern,study-of-scene-design-for-princess-maleine,1913,Nicholas_Roerich
5711,Symbolism,sketch-for-ladoga-series,1917,Nicholas_Roerich
5712,Art_Nouveau_Modern,viking-s-tomb,1908,Nicholas_Roerich
5715,Art_Nouveau_Modern,savonlinna-olavinlinna,1906,Nicholas_Roerich
5716,Art_Nouveau_Modern,sketches-of-costumes-for-sister-beatrice,1914,Nicholas_Roerich
5717,Symbolism,nan-shan-tibetan-frontier,1936,Nicholas_Roerich
5719,Symbolism,untitled,1915,Nicholas_Roerich
5720,Art_Nouveau_Modern,seagull,1901,Nicholas_Roerich
5721,Realism,profit-fox,1894,Nicholas_Roerich
5723,Symbolism,song-of-waterfall,1920,Nicholas_Roerich
5725,Symbolism,glory-to-the-hero,1933,Nicholas_Roerich
5726,Art_Nouveau_Modern,sorcerer,1909,Nicholas_Roerich
5727,Symbolism,the-dead-city,1918,Nicholas_Roerich
5729,Symbolism,slavic-land,1943,Nicholas_Roerich
5731,Symbolism,sketch-for-light-conquers-darkness,1933,Nicholas_Roerich
5732,Realism,study-of-skull,1894,Nicholas_Roerich
5733,Symbolism,runaways,1943,Nicholas_Roerich
5734,Art_Nouveau_Modern,city,1907,Nicholas_Roerich
5735,Symbolism,monhigan-hope,1922,Nicholas_Roerich
5736,Symbolism,great-rider-rigden-jyepo-messenger-of-shambhala,1927,Nicholas_Roerich
5737,Symbolism,himalayas-blue-mountains,1939,Nicholas_Roerich
5738,Symbolism,kangchenjunga-mountain-lakes,1931,Nicholas_Roerich
5741,Realism,window-with-grate,1896,Nicholas_Roerich
5742,Art_Nouveau_Modern,evening-of-kiev-bogatyrs,1896,Nicholas_Roerich
5743,Symbolism,everest,1936,Nicholas_Roerich
5747,Symbolism,lamayuru-ladakh,1947,Nicholas_Roerich
5748,Art_Nouveau_Modern,polovtsian-camp,1943,Nicholas_Roerich
5749,Art_Nouveau_Modern,terem,1915,Nicholas_Roerich
5753,Symbolism,song-of-the-morning,1920,Nicholas_Roerich
5754,Symbolism,hermitage-at-the-lake,1912,Nicholas_Roerich
5755,Symbolism,monhigan-shining-of-night,1922,Nicholas_Roerich
5759,Symbolism,himalayas,1924,Nicholas_Roerich
5764,Realism,gryzovo-church,1893,Nicholas_Roerich
5765,Symbolism,chalice-of-christ,1925,Nicholas_Roerich
5766,Art_Nouveau_Modern,untitled,1904,Nicholas_Roerich
5769,Symbolism,santana,1944,Nicholas_Roerich
5770,Art_Nouveau_Modern,oze,1912,Nicholas_Roerich
5771,Symbolism,karelian-landscape-rocky-seashore,1917,Nicholas_Roerich
5774,Symbolism,rond-rocks,1912,Nicholas_Roerich
5775,Symbolism,stronghold-of-walls,1925,Nicholas_Roerich
5776,Symbolism,shrines-and-strongholds,1925,Nicholas_Roerich
5778,Art_Nouveau_Modern,knight-of-entourage,1912,Nicholas_Roerich
5779,Symbolism,testament-of-teacher,1947,Nicholas_Roerich
5780,Symbolism,famagusta,1917,Nicholas_Roerich
5781,Symbolism,ajanta-the-rock-temples,1938,Nicholas_Roerich
5783,Symbolism,ridge-of-everest,1924,Nicholas_Roerich
5785,Art_Nouveau_Modern,vilno-ruins-of-castle,1903,Nicholas_Roerich
5786,Symbolism,winter-landscape,1918,Nicholas_Roerich
5791,Art_Nouveau_Modern,hearth,1902,Nicholas_Roerich
5792,Art_Nouveau_Modern,study-of-scene-design-for-fuente-ovehuna,1912,Nicholas_Roerich
5794,Art_Nouveau_Modern,arabian-woman,1912,Nicholas_Roerich
5796,Symbolism,nicola,1916,Nicholas_Roerich
5798,Art_Nouveau_Modern,tent-of-ivan-the-terrible,1909,Nicholas_Roerich
5801,Art_Nouveau_Modern,conquest-of-kazan,1914,Nicholas_Roerich
5802,Art_Nouveau_Modern,russian-warrior,1906,Nicholas_Roerich
5803,Symbolism,temple-of-tripura-sundari,1932,Nicholas_Roerich
5806,Art_Nouveau_Modern,pechora-vestry,1903,Nicholas_Roerich
5807,Realism,head-of-zeus,1893,Nicholas_Roerich
5808,Symbolism,ladoga-karelian-landscape,1918,Nicholas_Roerich
5810,Symbolism,way-of-giants,1914,Nicholas_Roerich
5811,Symbolism,he-who-hastens,1924,Nicholas_Roerich
5813,Symbolism,chahar-caravan-in-the-desert,1937,Nicholas_Roerich
5815,Symbolism,kardang,1932,Nicholas_Roerich
5816,Art_Nouveau_Modern,the-lady-of-entourage,1912,Nicholas_Roerich
5817,Symbolism,king-gesar,1941,Nicholas_Roerich
5820,Symbolism,st-moritz,1923,Nicholas_Roerich
5822,Symbolism,himalayas-snowy-peak-at-dawn,1943,Nicholas_Roerich
5824,Symbolism,tibet-dzong,1936,Nicholas_Roerich
5825,Symbolism,mountany-landscape,1925,Nicholas_Roerich
5826,Symbolism,lotus,1933,Nicholas_Roerich
5827,Symbolism,maitreya-tibet,1937,Nicholas_Roerich
5828,Symbolism,stupa-at-chung-chu,1928,Nicholas_Roerich
5829,Art_Nouveau_Modern,annunciation-virgin-mary,1907,Nicholas_Roerich
5830,Symbolism,call-of-the-sky,1935,Nicholas_Roerich
5831,Symbolism,gilgit-road,1925,Nicholas_Roerich
5832,Art_Nouveau_Modern,clowns-skula-and-yeroshka,1914,Nicholas_Roerich
5833,Art_Nouveau_Modern,rostov-veliky-hierarch-s-towers,1903,Nicholas_Roerich
5834,Art_Nouveau_Modern,crown-of-the-world,1921,Nicholas_Roerich
5836,Symbolism,lonely-wanderer,1944,Nicholas_Roerich
5837,Art_Nouveau_Modern,oze,1914,Nicholas_Roerich
5838,Symbolism,beneficial-herbs-vasilisa-the-wise,1941,Nicholas_Roerich
5840,Art_Nouveau_Modern,they-build-the-ships,1903,Nicholas_Roerich
5841,Symbolism,the-tsar-bell,1919,Nicholas_Roerich
5846,Symbolism,sacred-himalayas,1932,Nicholas_Roerich
5847,Symbolism,abode-of-king-gesar,1947,Nicholas_Roerich
5848,Symbolism,untitled,1913,Nicholas_Roerich
5849,Symbolism,wait,1917,Nicholas_Roerich
5852,Symbolism,shadow-of-the-teacher,1947,Nicholas_Roerich
5853,Symbolism,bogatyrs-woke-up,1940,Nicholas_Roerich
5854,Symbolism,steps-of-the-himalayas,1924,Nicholas_Roerich
5860,Symbolism,caucasus-arc-mountain,1913,Nicholas_Roerich
5861,Art_Nouveau_Modern,pskov-churchyard,1904,Nicholas_Roerich
5862,Symbolism,saint-nicholas,1916,Nicholas_Roerich
5863,Symbolism,book-of-wisdom,1924,Nicholas_Roerich
5864,Art_Nouveau_Modern,boris-and-gleb,1906,Nicholas_Roerich
5866,Symbolism,tibet-stronghold,1932,Nicholas_Roerich
5867,Symbolism,turkestan-mountain-silence,1937,Nicholas_Roerich
5868,Symbolism,koksar,1932,Nicholas_Roerich
5871,Symbolism,kangchenjunga,1924,Nicholas_Roerich
5872,Art_Nouveau_Modern,saint-nicholas,1914,Nicholas_Roerich
5873,Symbolism,mystery-of-rose,1933,Nicholas_Roerich
5876,Art_Nouveau_Modern,rostov-veliky-yard-in-the-kremlin,1903,Nicholas_Roerich
5877,Realism,windows-of-the-house-of-xvii-century,1903,Nicholas_Roerich
5878,Symbolism,the-holiest-thang-la,1939,Nicholas_Roerich
5881,Symbolism,confucius-the-fair,1925,Nicholas_Roerich
5885,Art_Nouveau_Modern,hut-in-the-mountains,1911,Nicholas_Roerich
5886,Symbolism,lake-in-the-mountains-baralacha-pass,1944,Nicholas_Roerich
5887,Symbolism,st-panteleimon-the-healer,1916,Nicholas_Roerich
5888,Symbolism,guardian-of-the-entrance,1927,Nicholas_Roerich
5890,Symbolism,sanctuaries-and-citadels,1925,Nicholas_Roerich
5892,Art_Nouveau_Modern,the-scene-with-three-figures-in-costumes,1920,Nicholas_Roerich
